...1,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
13001,6WkJ2OK163XXS2oARUC9JM,Aaron Smith;Krono;Luvli,Dancin (feat. Luvli) [Krono Remix],Dancin (feat. Luvli) - Krono Remix,78,198053,FALSE,0.72,0.741,10,-6.529,0,0.0287,0.101,1.41e-5,0.289,0.357,119.896,4,chicago-house
14000,5ygDXis42ncn6kYG14lEVG,Pinkfong,Pinkfong Animal Songs,Baby Shark,77,80927,FALSE,0.829,0.886,8,-1.746,1,0.112,0.259,0,0.0559,0.777,115.056,4,children
15013,3JvKfv6T31zO0ini8iNItO,Tom Odell,Long Way Down (Deluxe),Another Love,93,244360,TRUE,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-5,0.0944,0.131,122.769,4,chill
15016,55XrFge2dEZwYzNl128DwN,itssvd;Shiloh Dynasty,Missing,Losing Interest,76,120546,FALSE,0.753,0.355,8,-13.295,0,0.0898,0.48,0.87,0.122,0.506,111.863,4,chill
15050,7es56D0QedGMsK39wl2yFX,ASTN,Happier Than Ever,Happier Than Ever,76,109325,TRUE,0.667,0.457,6,-6.885,0,0.439,0.341,0,0.114,0.266,97.604,4,chill
15054,7ArVzlFsFsQXNseVXmdOyk,Denise Julia,NVMD,NVMD,79,181224,TRUE,0.758,0.674,6,-4.533,1,0.108,0.0903,0,0.0902,0.424,97.977,4,chill
15058,7D7e6hm2LiNd6nLuJF6K9Q,80purppp,Hex,Hex,79,122221,FALSE,0.845,0.398,5,-15.781,1,0.268,0.872,0.00713,0.159,0.482,109.996,4,chill
15121,5wwPdWKbDEiybmWkZqsGGn,JBee;Mixtape Madness,Next Up - S4-E2,"Next Up - S4-E2, Pt. 1",77,120839,TRUE,0.54,0.585,8,-7.563,0,0.309,0.198,0,0.147,0.516,100.289,3,chill
17000,2vXKRlJBXyOcvZYTdNeckS,Gesaffelstein;The Weeknd,Hyperion,Lost in the Fire (feat. The Weeknd),85,202093,TRUE,0.658,0.671,2,-12.21,1,0.0363,0.0933,9.27e-4,0.115,0.166,100.966,4,club
19000,2wrJq5XKLnmhRXHIAf9xBa,Dan + Shay;Justin Bieber,"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",78,167693,FALSE,0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,4,country
19100,40riOy7x9W7GXjyGp4pjAv,Eagles,Hotel California (2013 Remaster),Hotel California - 2013 Remaster,84,391376,FALSE,0.579,0.508,2,-9.484,1,0.027,0.00574,4.94e-4,0.0575,0.609,147.125,4,country
19551,3fqwjXwUGN6vbzIwvyFMhx,Chris Stapleton,Traveller,Tennessee Whiskey,81,293293,FALSE,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,4,country
19602,0ZUo4YjG4saFnEJhdWp9Bt,Carrie Underwood,Some Hearts,Before He Cheats,78,199946,FALSE,0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.119,0.29,147.905,4,country
19610,2rxQMGVafnNaRaXlRMWPde,Luke Combs,This One's for You Too (Deluxe Edition),Beautiful Crazy,80,193200,FALSE,0.551,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,4,country
19613,1brnLTvarI9D1hLP6z2Ar8,Kane Brown;Katelyn Brown,Different Man,Thank God,78,174560,FALSE,0.738,0.455,3,-8.735,1,0.0352,0.695,0,0.107,0.441,99.945,4,country
19652,5uU1uuyaUIBOiiUSQG7Wl3,Morgan Wallen,You Proof,You Proof,86,157477,FALSE,0.731,0.85,9,-4.913,1,0.0336,0.252,0,0.605,0.644,119.706,4,country
19664,200x8ONbPfFzByUr3fVz46,Cole Swindell,Stereotype,She Had Me At Heads Carolina,82,206106,FALSE,0.607,0.912,8,-3.449,1,0.0611,0.124,0,0.332,0.722,134.944,4,country
19665,58UKC45GPNTflCN6nwCUeF,Walker Hayes,Country Stuff The Album,Fancy Like,77,161853,FALSE,0.647,0.765,1,-6.459,1,0.06,0.111,0,0.315,0.855,79.994,4,country
19666,4yugZvBYaoREkJKtbG08Qr,Eagles,Eagles (2013 Remaster),Take It Easy - 2013 Remaster,77,211577,FALSE,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-6,0.129,0.74,139.191,4,country
19708,1QEEqeFIZktqIpPI4jSVSF,Boston,Boston,More Than a Feeling,79,285133,FALSE,0.377,0.681,7,-8.039,1,0.0298,8.8e-4,0.0023,0.0504,0.285,108.789,4,country
19710,28n8z9IQKyjMPxmvYMBqZa,Luke Combs,The Kind of Love We Make,The Kind of Love We Make,82,224426,FALSE,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-6,0.0942,0.464,102.025,4,country
19713,6IBcOGPsniK3Pso1wHIhew,Luke Combs,What You See Ain't Always What You Get (Deluxe Edition),Forever After All,79,232533,FALSE,0.487,0.65,0,-5.195,1,0.0253,0.191,0,0.0933,0.456,151.964,4,country
19751,4w3tQBXhn5345eUXDGBWZG,Dolly Parton,9 To 5 And Odd Jobs,9 to 5,77,162466,FALSE,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-6,0.631,0.813,105.39,4,country
19853,4686eQ81DEswHa90bcdlC9,Bailey Zimmerman,Rock and A Hard Place,Rock and A Hard Place,84,207540,FALSE,0.582,0.568,1,-7.3,1,0.0275,0.577,0,0.105,0.394,121.991,3,country
19904,6foY66mWZN0pSRjZ408c00,Morgan Wallen,If I Know Me,Whiskey Glasses,81,234346,FALSE,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-6,0.115,0.707,149.959,4,country
19952,29zZmiBDLykYYTj7RN6VhV,Megan Moroney,Tennessee Orange,Tennessee Orange,78,223119,FALSE,0.38,0.488,9,-6.637,1,0.029,0.126,7.23e-6,0.115,0.268,156.031,3,country
20001,3nqQXoyQOWXiESFLlDF1hG,Sam Smith;Kim Petras,Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),100,156943,FALSE,0.714,0.472,2,-7.375,1,0.0864,0.013,4.51e-6,0.266,0.238,131.121,4,dance
20003,48QmG1dfvMuYLxMPt7KSRA,Sean Paul;Dua Lipa,Mad Love The Prequel,No Lie,83,221176,FALSE,0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,4,dance
20005,0lYBSQXN6rCTvUZvg9S0lU,DJ Snake;Justin Bieber,Encore,Let Me Love You,84,205946,FALSE,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-5,0.135,0.163,99.988,4,dance
20006,3afkJSKX0EAMsJXTZnDXXJ,Troye Sivan,Strawberries & Cigarettes,Strawberries & Cigarettes,82,201538,FALSE,0.578,0.537,9,-8.676,1,0.0832,0.162,0,0.076,0.25,83.909,4,dance
20007,5nujrmhLynf4yMoMtj8AQF,Dua Lipa;DaBaby,Future Nostalgia,Levitating (feat. DaBaby),85,203064,FALSE,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,4,dance
20008,4uUG5RXrOk84mYEfFvj3cK,David Guetta;Bebe Rexha,I'm Good (Blue),I'm Good (Blue),98,175238,TRUE,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-6,0.371,0.304,128.04,4,dance
20009,6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,"thank u, next",7 rings,84,178626,TRUE,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,4,dance
20011,5cF0dROlMOK5uNZtivgu50,Charlie Puth,Voicenotes,Attention,83,208786,FALSE,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-5,0.134,0.797,100.066,4,dance
20012,35mvY5S1H3J2QZyna3TFe0,Ariana Grande,Positions,positions,85,172324,TRUE,0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,4,dance
20014,7ef4DlsgrMEH11cDZd32M6,Calvin Harris;Dua Lipa,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),89,214846,FALSE,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-5,0.0814,0.592,123.994,4,dance
20015,08bNPGLD8AhKpnnERrAc6G,Marshmello;Anne-Marie,FRIENDS,FRIENDS,79,202620,TRUE,0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,4,dance
20017,0mBP9X2gPCuapvpZ7TGDk3,Charlie Puth;Jung Kook;BTS,Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),92,154486,FALSE,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-5,0.0901,0.719,101.058,4,dance
20018,06KyNuuMOX1ROXRhj787tj,Charlie Puth;Selena Gomez,Nine Track Mind,We Don't Talk Anymore (feat. Selena Gomez),82,217706,FALSE,0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,4,dance
20022,0qOnSQQF0yzuPWsXrQ9paz,Gym Class Heroes;Adam Levine,The Papercut Chronicles II,Stereo Hearts (feat. Adam Levine),82,210960,FALSE,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,4,dance
20023,27SdWb2rFzO6GWiYDBTD9j,Sia,This Is Acting,Cheap Thrills,78,211666,FALSE,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,4,dance
20026,0ct6r3EGTcMLPtrXHDvVjc,Avicii,The Days / Nights,The Nights,86,176658,FALSE,0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,4,dance
20027,3zHq9ouUJQFQRf3cm1rRLu,Ellie Goulding,Delirium (Deluxe),"Love Me Like You Do - From ""Fifty Shades Of Grey""",79,252534,FALSE,0.262,0.606,8,-6.646,1,0.0484,0.247,0,0.125,0.275,189.857,4,dance
20028,7JJmb5XwzOO8jgpou264Ml,Shawn Mendes,Illuminate (Deluxe),There's Nothing Holdin' Me Back,86,199440,FALSE,0.866,0.813,11,-4.063,0,0.0554,0.38,0,0.0779,0.969,121.998,4,dance
20030,0xzI1KAr0Yd9tv8jlIk3sn,benny blanco;BTS;Snoop Dogg,Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),87,172714,FALSE,0.762,0.861,0,-3.296,1,0.0955,0.0185,0,0.264,0.955,120.048,4,dance
20050,4HBZA5flZLE435QTztThqH,Ariana Grande;Justin Bieber,Stuck with U,Stuck with U (with Justin Bieber),83,228482,FALSE,0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,3,dance
20052,3Vi5XqYrmQgOYBajMWSvCi,Doja Cat,Planet Her,Need to Know,84,210560,TRUE,0.664,0.609,1,-6.509,1,0.0707,0.304,0,0.0926,0.194,130.041,4,dance
20054,2m6Ko3CY1qXNNja8AlugNc,Troye Sivan,Angel Baby,Angel Baby,82,220779,FALSE,0.559,0.559,11,-6.425,1,0.0358,0.0145,0,0.138,0.338,72.498,4,dance
20055,2JzZzZUQj3Qff7wapcbKjc,Wiz Khalifa;Charlie Puth,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),82,229525,FALSE,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-6,0.0649,0.283,80.025,4,dance
20056,2dpaYNEQHiRxtZbfNsse99,Marshmello;Bastille,Happier,Happier,83,214289,FALSE,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,4,dance
20060,3QGsuHI8jO1Rx4JWLUh9jd,Shawn Mendes,Illuminate,Treat You Better,84,187973,FALSE,0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,4,dance
20067,2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,Speak Your Mind (Deluxe),2002,82,186986,FALSE,0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,4,dance
20100,0k4d5YPDr1r7FX77VdqWez,Doja Cat;The Weeknd,Planet Her,You Right,84,186173,TRUE,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,4,dance
20101,71mHO4fFmS2Xu5XxZbcRND,Chris Brown,Under The Influence,Under The Influence (Body Language),77,148750,TRUE,0.62,0.62,1,-6.322,0,0.0375,0.0388,2.13e-4,0.129,0.459,144.835,4,dance
20102,161DnLWsx1i3u1JT05lzqU,Bruno Mars,Doo-Wops & Hooligans,Talking to the Moon,82,217866,FALSE,0.498,0.59,1,-4.721,0,0.032,0.511,0,0.107,0.0784,145.867,4,dance
20107,4w8niZpiMy6qz1mntFA5uM,DJ Snake;Selena Gomez;Ozuna;Cardi B,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",76,212500,TRUE,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-6,0.0642,0.617,95.881,4,dance
20108,6VrLYoQKdhu1Jruei06t65,The Vamps,Meet The Vamps,Somebody To You,77,185097,FALSE,0.526,0.818,3,-5.952,1,0.0358,0.0587,0,0.333,0.896,171.96,4,dance
20113,1i1fxkWeaMmKEB4T7zqbzK,The Chainsmokers;Daya,Don't Let Me Down,Don't Let Me Down,80,208373,FALSE,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,4,dance
20120,3TcL0dyCMyr0kyTTc4NLgI,Selena Gomez & The Scene,When The Sun Goes Down,Who Says,77,195613,FALSE,0.682,0.927,4,-2.915,1,0.0479,0.0843,0,0.149,0.744,101.019,4,dance
20128,4QtiVmuA88tPQiCOHZuQ5b,Sofía Reyes;Jason Derulo;De La Ghetto,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",79,201526,FALSE,0.792,0.895,1,-3.112,0,0.0589,0.165,0,0.0501,0.794,94.968,4,dance
20150,1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,The Thrill Of It All (Special Edition),Too Good At Goodbyes,83,201000,FALSE,0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,4,dance
20151,3AVXwaOGCEL8cmBecfcsFJ,Charlie Puth,Light Switch (Instrumental),Light Switch,77,187703,FALSE,0.69,0.626,6,-5.693,1,0.306,0.105,3.35e-4,0.0881,0.912,184.009,4,dance
20152,55n9yjI6qqXh5F2mYvUc2y,ZAYN;Taylor Swift,reputation Stadium Tour Surprise Song Playlist,I Don’t Wanna Live Forever (Fifty Shades Darker),80,247160,FALSE,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96e-5,0.14,0.106,117.97,4,dance
20153,6Im9k8u9iIzKMrmV7BWtlF,Ariana Grande,Positions,34+35,81,173710,TRUE,0.83,0.585,0,-6.476,1,0.094,0.237,0,0.248,0.485,109.978,4,dance
20154,4qu63nuBpdn0qHUHuObEj1,Marshmello;Jonas Brothers,Leave Before You Love Me,Leave Before You Love Me (with Jonas Brothers),85,154983,FALSE,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-6,0.118,0.637,119.976,4,dance
20156,44ONERBHALxftQNWq6dmyd,Ariana Grande;Nicki Minaj,Dangerous Woman,Side To Side,76,226160,TRUE,0.65,0.736,6,-5.84,0,0.229,0.0513,0,0.235,0.612,159.174,4,dance
20157,0z8hI3OPS8ADPWtoCjjLl6,Shawn Mendes;Tainy,Summer Of Love,Summer of Love (Shawn Mendes & Tainy),82,184104,FALSE,0.776,0.808,11,-4.501,1,0.117,0.0297,1.27e-4,0.103,0.494,123.988,4,dance
20159,1rfofaqEpACxVEHIZBJe6W,Camila Cabello;Young Thug,Camila,Havana (feat. Young Thug),80,217306,FALSE,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-5,0.132,0.394,104.988,4,dance
20161,7a53HqqArd4b9NF4XAmlbI,Ava Max,Heaven & Hell,Kings & Queens,81,162398,FALSE,0.637,0.69,1,-4.057,0,0.0405,0.00786,0,0.124,0.457,129.857,4,dance
20200,0hquQWY3xvYqN4qtiquniF,Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),90,182906,TRUE,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-5,0.145,0.74,159.969,4,dance
20252,3eR23VReFzcdmS7TYCrhCe,Kygo;Selena Gomez,It Ain't Me (with Selena Gomez),It Ain't Me (with Selena Gomez),77,220780,FALSE,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,4,dance
20253,0ClPIeT6MSgfSgQ9ZrJbAq,Charlie Puth,Cheating on You,Cheating on You,78,196606,FALSE,0.749,0.535,4,-6.785,1,0.0336,0.0131,3.65e-5,0.0982,0.601,123.042,4,dance
20255,23L5CiUhw2jV1OIMwthR3S,Martin Garrix;Bebe Rexha,In the Name of Love,In the Name of Love,79,195706,FALSE,0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,4,dance
20259,5ln5yQdUywVbf8HhFsOcd6,Halsey,hopeless fountain kingdom (Deluxe),Walls Could Talk,77,101789,TRUE,0.626,0.423,1,-6.035,1,0.0513,0.128,0,0.18,0.571,95.162,4,dance
20261,7DnAm9FOTWE3cUvso43HhI,Ava Max,Heaven & Hell,Sweet but Psycho,81,187436,FALSE,0.72,0.706,1,-4.719,1,0.0473,0.0684,0,0.166,0.62,133.002,4,dance
20302,3uwnnTQcHM1rDqSfA4gQNz,Demi Lovato,Confident,Cool for the Summer,81,214739,TRUE,0.583,0.61,5,-5.639,0,0.0382,0.00425,1.05e-4,0.14,0.336,114.06,4,dance
20303,3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande,"thank u, next","thank u, next",82,207320,TRUE,0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,4,dance
20304,1I4lCSP69P74nU3a6Su5L2,Duke & Jones;Louis Theroux,Jiggle Jiggle,Jiggle Jiggle,77,97208,FALSE,0.864,0.412,1,-5.886,1,0.273,0.458,8.7e-4,0.124,0.654,99.992,4,dance
20305,6IPNp9PfaEqrzotY47TIWy,DJ Snake;Ozuna;Megan Thee Stallion;LISA,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",77,225600,TRUE,0.8,0.837,6,-2.807,0,0.0491,0.00406,0.00313,0.0904,0.702,100.015,4,dance
20306,7xoUc6faLbCqZO6fQEYprd,Ariana Grande,My Everything (Deluxe),One Last Time,83,197266,FALSE,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-6,0.096,0.104,125.026,4,dance
20307,2ekn2ttSfGqwhhate0LSR0,Dua Lipa,Dua Lipa (Deluxe),New Rules,81,209320,FALSE,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-5,0.153,0.608,116.073,4,dance
20311,59qrUpoplZxbIZxk6X0Bm3,Jason Derulo,Take You Dancing,Take You Dancing,78,190306,FALSE,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,4,dance
20351,22vgEDb5hykfaTwLuskFGD,Jonas Brothers,Happiness Begins,Sucker,81,181026,FALSE,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,4,dance
20352,0qvzXomUDJVaUboy2wMfiS,Niall Horan,Flicker (Deluxe),This Town,80,232852,FALSE,0.677,0.401,9,-8.467,1,0.0308,0.712,0,0.116,0.195,111.825,4,dance
20356,2qG81jL9UIP54uS8gYyP4k,Lauv;BTS,~how i'm feeling~,Who (feat. BTS),76,180413,FALSE,0.632,0.339,11,-7.983,0,0.0337,0.546,0,0.104,0.0969,141.642,3,dance
20359,5WtfUKzXircvW8l5aaVZWT,Julia Michaels;Niall Horan,Inner Monologue Part 1,What A Time (feat. Niall Horan),82,173306,FALSE,0.516,0.467,0,-6.184,1,0.0302,0.662,0,0.0853,0.386,132.861,4,dance
20361,2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood (Deluxe),Youngblood,81,203417,FALSE,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,4,dance
20365,3ZFTkvIE7kyPt6Nu3PEa7V,Shakira;Wyclef Jean,"Oral Fixation, Vol. 2 (Expanded Edition)",Hips Don't Lie (feat. Wyclef Jean),84,218093,FALSE,0.778,0.824,10,-5.892,0,0.0707,0.284,0,0.405,0.758,100.024,4,dance
20378,1V6gIisPpYqgFeWbMLI0bA,Demi Lovato,Demi,Heart Attack,78,210840,FALSE,0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,4,dance
20400,6XHVuErjQ4XNm6nDPVCxVX,Chris Brown;Drake,Indigo,No Guidance (feat. Drake),80,260640,TRUE,0.696,0.454,1,-6.756,0,0.153,0.123,0,0.155,0.136,92.928,4,dance
20402,0Ryd8975WihbObpp5cPW1t,Ariana Grande;Social House,boyfriend,boyfriend (with Social House),80,186106,TRUE,0.4,0.795,10,-3.731,0,0.461,0.119,0,0.159,0.702,190.097,4,dance
20404,748mdHapucXQri7IAO8yFK,Doja Cat;SZA,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),82,208866,TRUE,0.762,0.701,8,-3.541,1,0.0286,0.235,1.58e-4,0.123,0.742,110.968,4,dance
20405,0PDUDa38GO8lMxLCRc4lL1,ZAYN,Mind Of Mine (Deluxe Edition),PILLOWTALK,78,202746,TRUE,0.584,0.7,11,-4.275,1,0.0456,0.117,0,0.0939,0.438,124.944,4,dance
20406,3Z8FwOEN59mRMxDCtb8N0A,Marshmello;Halsey,Be Kind (with Halsey),Be Kind (with Halsey),77,172761,FALSE,0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,4,dance
20408,4vjpLMyL3ZO6aphdYr8XYw,Lauv;Troye Sivan,~how i'm feeling~,i'm so tired...,76,162586,FALSE,0.576,0.736,11,-7.572,1,0.224,0.178,0,0.238,0.484,101.928,4,dance
20410,4C6Uex2ILwJi9sZXRdmqXp,Nicki Minaj,Super Freaky Girl,Super Freaky Girl,92,170977,TRUE,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-5,0.309,0.912,133.01,4,dance
20411,6kex4EBAj0WHXDKZMEJaaF,Jason Derulo;Nicki Minaj;Ty Dolla $ign,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),76,216408,TRUE,0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064,4,dance
20412,0VO8gYVDSwM1Qdd2GsMoYK,Swedish House Mafia;The Weeknd,Paradise Again,Moth To A Flame (with The Weeknd),83,234000,FALSE,0.553,0.659,8,-7.295,1,0.0391,0.0027,0,0.105,0.105,120.146,4,dance
20413,2kQuhkFX7uSVepCD3h29g5,Akon;Eminem,Konvicted,Smack That,81,212360,TRUE,0.939,0.742,5,-5.171,0,0.0467,0.321,0,0.107,0.924,118.978,4,dance
20414,7FGq80cy8juXBCD2nrqdWU,benny blanco;Halsey;Khalid,FRIENDS KEEP SECRETS,Eastside (with Halsey & Khalid),78,170769,FALSE,0.632,0.686,6,-7.665,0,0.243,0.549,0,0.2,0.329,89.949,4,dance
20416,6h5PAsRni4IRlxWr6uDPTP,Axwell /\ Ingrosso,More Than You Know,More Than You Know,80,203000,FALSE,0.646,0.741,5,-4.973,0,0.034,0.0275,0,0.312,0.571,123.077,4,dance
20419,7fZBQnc0zXwVybgCIrQQil,Imanbek;BYOR,Belly Dancer,Belly Dancer,87,151475,FALSE,0.845,0.797,1,-4.984,1,0.139,0.0582,5.57e-6,0.167,0.422,121.985,4,dance
20420,2Cd9iWfcOpGDHLz6tVA3G4,Shakira;Freshlyground,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),79,202626,FALSE,0.766,0.873,11,-6.381,0,0.143,0.00627,0,0.0764,0.743,126.988,4,dance
20450,4xigPf2sigSPmuFH3qCelB,Sia;Diplo;Labrinth;LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD","Genius (feat. Sia, Diplo, and Labrinth)",76,213706,FALSE,0.603,0.615,11,-4.931,0,0.165,0.0799,6.72e-5,0.117,0.561,158.657,4,dance
20451,0azC730Exh71aQlOt9Zj3y,Calvin Harris;Rihanna,This Is What You Came For,This Is What You Came For,81,222160,FALSE,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,4,dance
20452,5OCJzvD7sykQEKHH7qAC3C,Ariana Grande,Sweetener,God is a woman,80,197546,TRUE,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-5,0.237,0.268,145.031,4,dance
20507,3yOlyBJuViE2YSGn3nVE1K,Camila Cabello;DaBaby,Romance,My Oh My (feat. DaBaby),76,170746,FALSE,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-5,0.0887,0.383,105.046,4,dance
20553,0laYHRpNTS6i8FXdupHkJ4,Selena Gomez & The Scene,When The Sun Goes Down,Love You Like A Love Song,81,188453,FALSE,0.858,0.678,1,-3.87,0,0.0469,0.0761,0,0.0741,0.922,117.009,4,dance
20554,2P4OICZRVAQcYAV2JReRfj,Avicii,Stories,Waiting For Love,81,230613,FALSE,0.579,0.736,6,-3.863,0,0.0527,0.31,0,0.198,0.613,127.999,4,dance
20567,72gv4zhNvRVdQA0eOenCal,Clean Bandit;Zara Larsson,What Is Love? (Deluxe Edition),Symphony (feat. Zara Larsson),76,212733,FALSE,0.715,0.605,0,-5.128,0,0.0428,0.239,1.41e-5,0.189,0.454,122.956,4,dance
20601,4E5P1XyAFtrjpiIxkydly4,Iyaz,Replay,Replay,76,182306,FALSE,0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,4,dance
20602,02VBYrHfVwfEWXk5DXyf0T,Bruno Mars;Anderson .Paak;Silk Sonic,An Evening With Silk Sonic,Leave The Door Open,84,242096,FALSE,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,4,dance
20652,6ic8OlLUNEATToEFU3xmaH,Britney Spears,Blackout,Gimme More,79,251240,FALSE,0.788,0.844,2,-3.131,1,0.0334,0.25,6.78e-4,0.0723,0.382,113.324,4,dance
20654,0QBzMgT7NIeoCYy3sJCof1,Camila Cabello;Ed Sheeran,Bam Bam (feat. Ed Sheeran),Bam Bam (feat. Ed Sheeran),87,206070,FALSE,0.756,0.697,8,-6.377,1,0.0401,0.182,0,0.333,0.956,94.996,4,dance
20700,60ynsPSSKe6O3sfwRnIBRf,Doja Cat,Hot Pink,Streets,83,226986,TRUE,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,4,dance
20701,1IIKrJVP1C9N7iPtG6eOsK,Chris Brown;Young Thug,Slime & B,Go Crazy,78,176960,TRUE,0.755,0.578,0,-8.932,0,0.145,0.316,0,0.25,0.581,94.148,4,dance
20702,0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,24K Magic,That's What I Like,83,206693,FALSE,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,4,dance
20707,3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Future Nostalgia,Don't Start Now,81,183290,FALSE,0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,4,dance
20708,0TDLuuLlV54CkRRUOahJb4,David Guetta;Sia,Nothing but the Beat (Ultimate Edition),Titanium (feat. Sia),80,245040,FALSE,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,4,dance
